n_trades,n_buys,avg_return_before_buy,buy_after_spike_ratio,avg_missed_return,avg_post_buy_return,loss_after_buy_ratio,investor_id,window_start,window_bin,fomo_label
2,2,-0.008288044917633297,0.0,0.0009207782460219397,0.02808514085226166,0.0,0032881DD2BDE26E4201,2021-05-26,2021-05-26,0
2,2,,0.0,0.001570604144978334,,0.0,0038715CF6249F269F70,2018-01-02,2018-01-02,0
2,0,,0.0,0.0015192536562131094,,,0038715CF6249F269F70,2019-03-14,2019-03-13,0
1,1,0.035328753680078595,1.0,0.001179517041296358,-0.014218009478673018,1.0,0038715CF6249F269F70,2019-10-11,2019-10-09,0
1,1,,0.0,0.0013081886939451863,,0.0,00393625688E74B6B0B1,2018-01-02,2018-01-02,0
1,0,,0.0,0.0013088164808151197,,,00393625688E74B6B0B1,2018-06-04,2018-06-01,0
1,1,,0.0,0.0017839953550983858,,0.0,003CBF78D1FEC5C82D3F,2018-01-02,2018-01-02,0
1,0,,0.0,0.001792544808279209,,,003CBF78D1FEC5C82D3F,2018-05-22,2018-05-22,0
3,3,,0.0,0.005670616898149488,,0.0,003E7F47F258AAD9B6B2,2018-01-02,2018-01-02,0
3,0,,0.0,0.00566474587424132,,,003E7F47F258AAD9B6B2,2021-09-15,2021-09-13,0
2,2,,0.0,0.011056167548293508,,0.0,003F1A4138030CF429A4,2018-01-02,2018-01-02,0
1,1,,0.0,0.0007564493000793793,-0.03675675675675679,1.0,003F1A4138030CF429A4,2019-11-08,2019-11-08,0
2,0,,0.0,0.011117270405380741,,,003F1A4138030CF429A4,2022-06-16,2022-06-15,0
1,0,,0.0,0.0008046254713053484,,,003F1A4138030CF429A4,2022-07-01,2022-06-30,0
1,1,-0.17647058823529405,0.0,-0.0067282668230683644,,0.0,0047348122DF4782587F,2020-04-21,2020-04-21,0
1,0,,0.0,-0.006849546777122442,,,0047348122DF4782587F,2020-05-13,2020-05-11,0
1,1,-0.08108108108108103,0.0,0.01933225833169797,0.13289760348583876,0.0,0047348122DF4782587F,2020-05-20,2020-05-16,0
1,0,,0.0,0.01894737011384638,,,0047348122DF4782587F,2020-05-27,2020-05-26,0
1,1,,0.0,0.0017839953550983858,,0.0,0047C2E9C1DB954967D4,2018-01-02,2018-01-02,0
1,0,,0.0,0.0018099654772328968,,,0047C2E9C1DB954967D4,2022-11-14,2022-11-12,0
1,1,,0.0,0.0017839953550983858,,0.0,0047E9FE559CF0E111E7,2018-01-02,2018-01-02,0
1,0,,0.0,0.0017621575591798262,,,0047E9FE559CF0E111E7,2018-11-27,2018-11-23,0
1,1,-0.1640350877192982,0.0,0.019397473745721726,,0.0,00485E4798EF9E51BC91,2020-05-19,2020-05-16,0
1,0,,0.0,0.01926851534342668,,,00485E4798EF9E51BC91,2020-06-10,2020-06-10,0
2,2,0.01946341972154142,0.5,-0.0029861895750134524,,0.0,00485E4798EF9E51BC91,2020-07-20,2020-07-20,0
1,1,-0.3008763388510224,0.0,-0.006630463560005684,,0.0,00485E4798EF9E51BC91,2020-10-26,2020-10-23,0
2,0,,0.0,-0.0029995487474084757,,,00485E4798EF9E51BC91,2020-12-15,2020-12-12,0
1,1,-0.15357311878845237,0.0,-0.006746267978293868,0.1741682974559686,0.0,00485E4798EF9E51BC91,2021-02-11,2021-02-10,0
1,0,,0.0,-0.006742241791167961,,,00485E4798EF9E51BC91,2021-04-14,2021-04-11,0
1,1,,0.0,0.0011432585607126528,,0.0,00496F70796C5E6737CC,2018-01-02,2018-01-02,0
1,0,,0.0,0.0011130466741170783,,,00496F70796C5E6737CC,2021-03-10,2021-03-07,0
1,1,-0.00038545417659896497,0.0,0.0005287750199038794,0.003822203280329844,0.0,004B2380D8EF9E2284FC,2020-10-01,2020-09-28,0
1,0,,0.0,0.0005378847866219931,,,004B2380D8EF9E2284FC,2022-09-21,2022-09-18,0
1,1,,0.0,0.0010121605794519014,,0.0,004F433D4BD5A33BB796,2018-01-02,2018-01-02,0
1,0,,0.0,0.0010336651538068835,,,004F433D4BD5A33BB796,2019-08-08,2019-08-05,0
1,1,,0.0,0.0009244984664470617,,0.0,00512C17D0E7D1C8D5DF,2018-01-02,2018-01-02,0
1,0,,0.0,0.0008747377077837037,,,00512C17D0E7D1C8D5DF,2021-08-27,2021-08-24,0
2,1,0.20852559876950139,1.0,0.01910458012426827,0.12636363636363637,0.0,00523D5E7518C6165B32,2020-03-26,2020-03-22,1
1,1,0.1549707602339181,1.0,0.00360002878471533,,0.0,00523D5E7518C6165B32,2020-03-31,2020-03-27,0
1,1,-0.15163727959697737,0.0,0.003841072841186159,0.18764845605700722,0.0,00523D5E7518C6165B32,2020-04-03,2020-04-01,0
1,0,,0.0,0.003664768802595864,,,00523D5E7518C6165B32,2020-06-19,2020-06-15,0
1,1,-0.04761904761904767,0.0,0.003759297501580869,,0.0,00523D5E7518C6165B32,2020-11-02,2020-11-02,0
1,0,,0.0,0.0034434282293436713,,,00523D5E7518C6165B32,2020-11-09,2020-11-07,0
1,1,,0.0,-0.002262929696404766,-0.009145000000000039,1.0,0055C1F65E49984FF5B5,2021-07-16,2021-07-15,0
1,1,0.0022844133316812787,0.0,0.00012008528744800316,,0.0,0055C1F65E49984FF5B5,2021-11-09,2021-11-07,0
1,1,,0.0,-5.2737356236294275e-05,0.0023709999999999808,0.0,0055C1F65E49984FF5B5,2022-07-08,2022-07-05,0
1,1,,0.0,0.01925337903915062,,0.0,00566F6C037B47A267E3,2018-01-02,2018-01-02,0
1,0,,0.0,0.0192845361430019,,,00566F6C037B47A267E3,2021-02-19,2021-02-15,0
2,2,,0.0,0.0050943937656032605,,0.0,0059B0203C883553A892,2018-01-02,2018-01-02,0
2,2,0.017530729609335993,0.5,0.000756932126401232,,0.0,0059B0203C883553A892,2020-05-19,2020-05-16,0
3,3,0.01815549935460829,0.6666666666666666,0.0011168157245496054,0.1519045323047252,0.0,0059B0203C883553A892,2020-05-21,2020-05-21,0
5,3,0.2757532293676872,1.0,0.0018451579902144164,-0.07827812006795302,1.0,0059B0203C883553A892,2020-05-27,2020-05-26,0
1,0,,0.0,0.0035994644273878353,,,0059B0203C883553A892,2020-06-01,2020-05-31,0
4,3,0.00106560655143025,0.3333333333333333,0.0015246487236593774,,0.0,0059B0203C883553A892,2020-06-05,2020-06-05,0
3,0,,0.0,0.001815094987871435,,,0059B0203C883553A892,2020-06-17,2020-06-15,0
2,2,0.04405143487812058,0.5,0.0005491434971897435,,0.0,0059B0203C883553A892,2020-07-06,2020-07-05,0
1,0,,0.0,0.0005249569382320767,,,0059B0203C883553A892,2020-10-06,2020-10-03,0
2,2,-0.09345106321025232,0.0,0.010170338125411302,0.019385856079404483,0.5,0059B0203C883553A892,2020-10-16,2020-10-13,0
2,0,,0.0,0.00985652867016509,,,0059B0203C883553A892,2020-11-12,2020-11-12,0
1,0,,0.0,0.0008456786625208309,,,0059B0203C883553A892,2020-12-11,2020-12-07,0
1,1,-0.057777777777777706,0.0,0.0018308206484418414,-0.012578616352201269,1.0,0059B0203C883553A892,2020-12-17,2020-12-17,0
2,1,-0.010563380281690127,0.0,0.0007120837191900582,,0.0,0059B0203C883553A892,2021-01-12,2021-01-11,0
1,1,-0.035019455252918275,0.0,9.746763582689665e-05,-0.0020161290322580215,1.0,0059B0203C883553A892,2021-01-21,2021-01-21,0
1,0,,0.0,0.0036268462261129417,,,0059B0203C883553A892,2021-01-29,2021-01-26,0
1,0,,0.0,0.006482018995159664,,,0059B0203C883553A892,2021-02-22,2021-02-20,0
2,0,,0.0,0.004090898078024485,,,0059B0203C883553A892,2022-01-13,2022-01-11,0
1,0,,0.0,0.006479927955332776,,,0059B0203C883553A892,2022-02-01,2022-01-31,0
1,0,,0.0,0.0017900718476813748,,,0059B0203C883553A892,2022-08-05,2022-08-04,0
1,0,,0.0,0.0017802595434967185,,,0059B0203C883553A892,2022-08-23,2022-08-19,0
1,1,-0.001226463850170889,0.0,0.00012284541101864165,,0.0,005B4DBE0CD563372397,2021-10-18,2021-10-18,0
1,1,,0.0,-0.001392460954287578,0.0028000000000000112,0.0,0060180740B3406DCCC9,2021-03-19,2021-03-17,0
1,1,,0.0,-0.002262929696404766,-0.009145000000000039,1.0,0060180740B3406DCCC9,2021-07-16,2021-07-15,0
1,1,,0.0,0.0018171697300848769,,0.0,0069821E67BC1D08CF8C,2018-01-02,2018-01-02,0
1,0,,0.0,0.0018254812099117348,,,0069821E67BC1D08CF8C,2021-07-26,2021-07-25,0
1,1,-0.012213740458015265,0.0,0.0003940459530662833,-0.02318392581143732,1.0,0069D59E30C92A4C1981,2020-06-25,2020-06-25,0
1,1,,0.0,-5.2737356236294275e-05,0.0023709999999999808,0.0,0069D59E30C92A4C1981,2022-07-08,2022-07-05,0
1,1,0.03658536585365857,1.0,0.0003556818757772315,0.003921568627451036,0.0,006FC7037E64812976E9,2019-01-24,2019-01-22,0
1,1,0.018867924528301883,0.0,0.0003696106818506251,0.0037037037037037563,0.0,006FC7037E64812976E9,2019-03-07,2019-03-03,0
1,1,-0.010447761194029903,0.0,0.0003926576045883073,0.0015082956259426527,0.0,006FC7037E64812976E9,2019-04-12,2019-04-12,0
1,1,0.024615384615384706,1.0,0.0003650922383859373,,0.0,006FC7037E64812976E9,2019-06-03,2019-06-01,0
1,1,0.006720430107526765,0.0,0.0003791605988480898,0.008010680907877116,0.0,006FC7037E64812976E9,2020-01-15,2020-01-12,0
1,1,0.020440251572326984,1.0,0.0003683745756839387,,0.0,006FC7037E64812976E9,2020-04-06,2020-04-06,0
1,1,-0.01092043681747279,0.0,0.00039302920492120276,,0.0,006FC7037E64812976E9,2020-07-21,2020-07-20,0
1,1,-0.016993464052287632,0.0,0.00039780359740140294,0.02393617021276616,0.0,006FC7037E64812976E9,2021-04-21,2021-04-21,0
1,1,0.026666666666666616,1.0,0.006311345604917988,,0.0,006FC7037E64812976E9,2021-06-14,2021-06-10,0
1,1,0.028368794326241176,1.0,0.006310007454242221,,0.0,006FC7037E64812976E9,2021-10-18,2021-10-18,0
1,1,-0.022132796780684028,0.0,8.733661501539192e-05,-0.008230452674897125,1.0,006FC7037E64812976E9,2021-12-22,2021-12-22,0
1,1,-0.09836065573770503,0.0,0.0193458429029689,,0.0,006FC7037E64812976E9,2022-02-28,2022-02-25,0
1,1,-0.06079234972677594,0.0,0.0036611838324819256,0.020363636363636316,0.0,006FC7037E64812976E9,2022-03-10,2022-03-07,0
3,3,-0.06971468487211108,0.0,0.003498188817550107,,0.0,006FC7037E64812976E9,2022-05-10,2022-05-06,0
2,2,-0.025042850902599056,0.0,0.0011203822096222137,-0.03854176424668223,1.0,006FC7037E64812976E9,2022-09-22,2022-09-18,0
2,2,,0.0,0.0037351278824067163,,0.0,0071692748B0D90DBD06,2018-01-02,2018-01-02,0
2,0,,0.0,0.003766490981804163,,,0071692748B0D90DBD06,2022-04-29,2022-04-26,0
1,1,-0.31209150326797397,0.0,0.0011705802288168906,-0.06587490102929529,1.0,0071DB95436D93304175,2020-03-20,2020-03-17,0
1,0,,0.0,0.0007959392457111522,,,0071DB95436D93304175,2020-03-31,2020-03-27,0
1,1,-0.17763157894736847,0.0,0.0010648727411434588,,0.0,0071DB95436D93304175,2020-04-21,2020-04-21,0
1,0,,0.0,0.0008723950847382946,,,0071DB95436D93304175,2020-04-30,2020-04-26,0
1,1,-0.08545727136431791,0.0,0.0009924086628548962,-0.02983606557377048,1.0,0071DB95436D93304175,2020-05-07,2020-05-06,0
1,1,-0.1382113821138211,0.0,0.001033882020362368,0.04150943396226418,0.0,0071DB95436D93304175,2020-05-13,2020-05-11,0
2,2,-0.07072921978582358,0.0,0.010152475040958132,0.09355723547785916,0.0,0071DB95436D93304175,2020-05-20,2020-05-16,0
1,1,0.0,0.0,-0.006867001562247054,,0.0,0071DB95436D93304175,2020-05-25,2020-05-21,0
1,0,,0.0,0.019054182341109567,,,0071DB95436D93304175,2020-05-29,2020-05-26,0
2,0,,0.0,-0.003120317600577812,,,0071DB95436D93304175,2020-06-01,2020-05-31,0
1,1,0.08189929891650727,1.0,0.0008608390321309764,0.06332842415316631,0.0,0071DB95436D93304175,2020-06-18,2020-06-15,0
1,1,0.020238885202388923,1.0,0.0009093142001452208,-0.08292682926829276,1.0,0071DB95436D93304175,2020-07-22,2020-07-20,0
1,1,-0.05241935483870963,0.0,-0.006825791377625427,0.05446808510638303,0.0,0071DB95436D93304175,2020-09-10,2020-09-08,0
2,0,,0.0,-0.003005062035168537,,,0071DB95436D93304175,2020-12-10,2020-12-07,0
1,1,-0.05319148936170204,0.0,0.0009670424820352287,0.0157303370786517,0.0,0071DB95436D93304175,2021-03-19,2021-03-17,0
1,0,,0.0,0.000788109975164235,,,0071DB95436D93304175,2021-04-09,2021-04-06,0
1,1,-0.05341614906832304,0.0,-0.006825007734363153,-0.002624671916010501,1.0,0071DB95436D93304175,2021-06-18,2021-06-15,0
1,1,,0.0,0.0039056918231148495,-0.043689320388349585,1.0,0071DB95436D93304175,2021-08-12,2021-08-09,0
1,1,-0.024717514124293682,0.0,-0.006847569554287703,0.04199855177407679,0.0,0071DB95436D93304175,2021-08-20,2021-08-19,0
1,0,,0.0,-0.006930237619232388,,,0071DB95436D93304175,2022-02-14,2022-02-10,0
2,2,-0.09851010311465358,0.0,-0.002893443094796319,,0.0,0071DB95436D93304175,2022-02-28,2022-02-25,0
1,0,,0.0,0.003931070641038483,,,0071DB95436D93304175,2022-04-20,2022-04-16,0
1,1,-0.013489027582041402,0.0,0.0009358298548499614,-0.012040816326530646,1.0,0071DB95436D93304175,2022-06-03,2022-05-31,0
1,1,0.08553921568627465,1.0,-0.00693424937332117,0.08150824113795431,0.0,0071DB95436D93304175,2022-07-29,2022-07-25,0
2,2,,0.0,0.17945924028355917,,0.0,0071DB95436D93304175,2022-10-31,2022-10-28,0
3,0,,0.0,-0.001986815135822859,,,0071DB95436D93304175,2022-11-28,2022-11-27,0
1,1,,0.0,0.01925337903915062,,0.0,0072F6F36377784DBF24,2018-01-02,2018-01-02,0
1,0,,0.0,0.01941313703621781,,,0072F6F36377784DBF24,2020-02-27,2020-02-26,0
1,1,0.33945945945945954,1.0,0.019001644699197545,,0.0,0072F6F36377784DBF24,2020-03-31,2020-03-27,1
1,1,0.15555555555555567,1.0,0.0191462232400025,0.005288461538461596,0.0,0072F6F36377784DBF24,2020-12-09,2020-12-07,1
