tx_id,investor_id,timestamp,fomo_prob,lf_votes,all_abstain,lf_LF_trade_cluster,lf_LF_return_momentum,lf_LF_rsi_extreme,lf_LF_bollinger_breakout,lf_LF_value_spike
74,0030B344AA10500D927B,2020-12-10,0.9726019740310166,1,False,-1,1,-1,-1,-1
75,0030B344AA10500D927B,2020-12-11,0.3434154759308599,0,True,-1,-1,-1,-1,-1
76,0030B344AA10500D927B,2020-12-11,0.9726019740310166,1,False,-1,1,-1,-1,-1
79,0030B344AA10500D927B,2021-01-07,0.3434154759308599,0,True,-1,-1,-1,-1,-1
80,0030B344AA10500D927B,2021-01-07,0.385764213843291,1,False,-1,-1,-1,-1,1
84,0030B344AA10500D927B,2021-01-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
87,0030B344AA10500D927B,2021-01-27,0.07045617244613926,0,False,-1,-1,0,-1,-1
91,0030B344AA10500D927B,2021-03-30,0.9726019740310166,1,False,-1,1,-1,-1,-1
92,0030B344AA10500D927B,2021-03-30,0.9726019740310166,1,False,-1,1,-1,-1,-1
94,0030B344AA10500D927B,2021-04-20,0.3434154759308599,0,True,-1,-1,-1,-1,-1
97,0030B344AA10500D927B,2021-07-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
98,0030B344AA10500D927B,2021-07-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
99,0030B344AA10500D927B,2021-07-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
103,0030B344AA10500D927B,2021-09-20,0.08342122661396274,1,False,-1,-1,0,-1,1
104,0030B344AA10500D927B,2021-09-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
107,0030B344AA10500D927B,2021-12-03,0.977077832302182,2,False,-1,1,-1,-1,1
108,0030B344AA10500D927B,2021-12-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
111,0030B344AA10500D927B,2022-02-25,0.3434154759308599,0,True,-1,-1,-1,-1,-1
112,0030B344AA10500D927B,2022-02-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
113,0030B344AA10500D927B,2022-02-25,0.3434154759308599,0,True,-1,-1,-1,-1,-1
117,0032881DD2BDE26E4201,2021-03-03,0.8372505236817231,1,False,-1,1,0,-1,-1
118,0032881DD2BDE26E4201,2021-04-13,0.07045617244613926,0,False,-1,-1,0,-1,-1
126,00485E4798EF9E51BC91,2020-07-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
127,00485E4798EF9E51BC91,2020-07-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
128,00485E4798EF9E51BC91,2020-10-26,0.07045617244613926,0,False,-1,-1,0,-1,-1
131,00485E4798EF9E51BC91,2021-02-11,0.07045617244613926,0,False,-1,-1,0,-1,-1
134,00523D5E7518C6165B32,2020-11-02,0.07045617244613926,0,False,-1,-1,0,-1,-1
137,0059B0203C883553A892,2020-07-06,0.07045617244613926,0,False,-1,-1,0,-1,-1
138,0059B0203C883553A892,2020-07-06,0.9726019740310166,1,False,-1,1,-1,-1,-1
139,0059B0203C883553A892,2020-10-16,0.07045617244613926,0,False,-1,-1,0,-1,-1
140,0059B0203C883553A892,2020-10-16,0.07045617244613926,0,False,-1,-1,0,-1,-1
144,0059B0203C883553A892,2020-12-17,0.08342122661396274,1,False,-1,-1,0,-1,1
145,0059B0203C883553A892,2021-01-12,0.3434154759308599,0,True,-1,-1,-1,-1,-1
147,0059B0203C883553A892,2021-01-21,0.07045617244613926,0,False,-1,-1,0,-1,-1
156,006FC7037E64812976E9,2020-07-21,0.08342122661396274,1,False,-1,-1,0,-1,1
157,006FC7037E64812976E9,2021-04-21,0.08342122661396274,1,False,-1,-1,0,-1,1
158,006FC7037E64812976E9,2021-06-14,0.3434154759308599,0,True,-1,-1,-1,-1,-1
159,006FC7037E64812976E9,2021-10-18,0.3434154759308599,0,True,-1,-1,-1,-1,-1
160,006FC7037E64812976E9,2021-12-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
161,006FC7037E64812976E9,2022-02-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
162,006FC7037E64812976E9,2022-03-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
163,006FC7037E64812976E9,2022-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
164,006FC7037E64812976E9,2022-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
165,006FC7037E64812976E9,2022-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
166,006FC7037E64812976E9,2022-09-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
167,006FC7037E64812976E9,2022-09-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
170,0071DB95436D93304175,2020-07-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
171,0071DB95436D93304175,2020-09-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
174,0071DB95436D93304175,2021-03-19,0.385764213843291,1,False,-1,-1,-1,-1,1
176,0071DB95436D93304175,2021-06-18,0.08342122661396274,1,False,-1,-1,0,-1,1
177,0071DB95436D93304175,2021-08-12,0.3434154759308599,0,True,-1,-1,-1,-1,-1
178,0071DB95436D93304175,2021-08-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
180,0071DB95436D93304175,2022-02-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
181,0071DB95436D93304175,2022-02-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
183,0071DB95436D93304175,2022-06-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
184,0071DB95436D93304175,2022-07-29,0.9726019740310166,1,False,-1,1,-1,-1,-1
185,0071DB95436D93304175,2022-10-31,0.3434154759308599,0,True,-1,-1,-1,-1,-1
186,0071DB95436D93304175,2022-10-31,0.3434154759308599,0,True,-1,-1,-1,-1,-1
190,0072F6F36377784DBF24,2020-12-09,0.9999998341890519,2,False,-1,1,1,-1,-1
191,0072F6F36377784DBF24,2020-12-15,0.9999998341890519,2,False,-1,1,1,-1,-1
192,0072F6F36377784DBF24,2020-12-29,0.9726019740310166,1,False,-1,1,-1,-1,-1
194,0072F6F36377784DBF24,2022-04-08,0.9726019740310166,1,False,-1,1,-1,-1,-1
196,0073333A96207D6B2B46,2021-04-26,0.9726019740310166,1,False,-1,1,-1,-1,-1
197,0073333A96207D6B2B46,2021-04-26,0.9999999999994525,3,False,-1,1,1,1,-1
198,0073333A96207D6B2B46,2022-04-20,0.385764213843291,1,False,-1,-1,-1,-1,1
199,0073333A96207D6B2B46,2022-04-20,0.3434154759308599,0,True,-1,-1,-1,-1,-1
200,0073333A96207D6B2B46,2022-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
201,0073333A96207D6B2B46,2022-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
206,0074F23D1B45DF2A70DF,2020-10-23,0.3434154759308599,0,True,-1,-1,-1,-1,-1
210,0074F23D1B45DF2A70DF,2021-01-12,0.9726019740310166,1,False,-1,1,-1,-1,-1
212,0074F23D1B45DF2A70DF,2021-01-27,0.07045617244613926,0,False,-1,-1,0,-1,-1
213,0074F23D1B45DF2A70DF,2021-03-01,0.9999999070023176,2,False,-1,1,-1,1,-1
216,0074F23D1B45DF2A70DF,2021-04-19,0.07045617244613926,0,False,-1,-1,0,-1,-1
218,0074F23D1B45DF2A70DF,2021-04-23,0.07045617244613926,0,False,-1,-1,0,-1,-1
219,0074F23D1B45DF2A70DF,2021-04-27,0.9999999070023176,2,False,-1,1,-1,1,-1
220,0074F23D1B45DF2A70DF,2021-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
221,0074F23D1B45DF2A70DF,2021-05-24,0.3434154759308599,0,True,-1,-1,-1,-1,-1
223,0074F23D1B45DF2A70DF,2021-06-01,0.07045617244613926,0,False,-1,-1,0,-1,-1
225,0074F23D1B45DF2A70DF,2021-06-07,0.07045617244613926,0,False,-1,-1,0,-1,-1
230,0074F23D1B45DF2A70DF,2021-06-18,0.9999999999994525,3,False,-1,1,1,1,-1
231,0074F23D1B45DF2A70DF,2021-06-30,0.07045617244613926,0,False,-1,-1,0,-1,-1
236,0074F23D1B45DF2A70DF,2021-08-17,0.07045617244613926,0,False,-1,-1,0,-1,-1
240,0074F23D1B45DF2A70DF,2021-11-08,0.8372505236817231,1,False,-1,1,0,-1,-1
242,0074F23D1B45DF2A70DF,2021-11-23,0.07045617244613926,0,False,-1,-1,0,-1,-1
243,0074F23D1B45DF2A70DF,2021-12-30,0.385764213843291,1,False,-1,-1,-1,-1,1
244,0074F23D1B45DF2A70DF,2022-01-17,0.9726019740310166,1,False,-1,1,-1,-1,-1
246,0074F23D1B45DF2A70DF,2022-01-31,0.9726019740310166,1,False,-1,1,-1,-1,-1
247,0074F23D1B45DF2A70DF,2022-02-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
249,0074F23D1B45DF2A70DF,2022-02-17,0.07045617244613926,0,False,-1,-1,0,-1,-1
250,0074F23D1B45DF2A70DF,2022-02-23,0.9726019740310166,1,False,-1,1,-1,-1,-1
252,0074F23D1B45DF2A70DF,2022-02-24,0.08342122661396274,1,False,-1,-1,0,-1,1
255,0074F23D1B45DF2A70DF,2022-04-28,0.9999999070023176,2,False,-1,1,-1,1,-1
256,0074F23D1B45DF2A70DF,2022-05-30,0.9726019740310166,1,False,-1,1,-1,-1,-1
258,0074F23D1B45DF2A70DF,2022-06-02,0.07045617244613926,0,False,-1,-1,0,-1,-1
259,0074F23D1B45DF2A70DF,2022-06-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
262,0074F23D1B45DF2A70DF,2022-06-27,0.8372505236817231,1,False,-1,1,0,-1,-1
263,0074F23D1B45DF2A70DF,2022-09-29,0.08342122661396274,1,False,-1,-1,0,-1,1
271,0076F5B3677A3E8CBAC2,2020-09-14,0.977077832302182,2,False,-1,1,-1,-1,1
272,0076F5B3677A3E8CBAC2,2020-09-14,0.9999999225512289,3,False,-1,1,-1,1,1
273,0076F5B3677A3E8CBAC2,2020-12-11,0.3434154759308599,0,True,-1,-1,-1,-1,-1
274,0076F5B3677A3E8CBAC2,2020-12-29,0.9726019740310166,1,False,-1,1,-1,-1,-1
275,0076F5B3677A3E8CBAC2,2021-01-05,0.3434154759308599,0,True,-1,-1,-1,-1,-1
276,0076F5B3677A3E8CBAC2,2021-01-11,0.07045617244613926,0,False,-1,-1,0,-1,-1
277,0076F5B3677A3E8CBAC2,2021-01-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
278,0076F5B3677A3E8CBAC2,2021-01-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
279,0076F5B3677A3E8CBAC2,2021-02-12,0.07045617244613926,0,False,-1,-1,0,-1,-1
280,0076F5B3677A3E8CBAC2,2021-03-12,0.07045617244613926,0,False,-1,-1,0,-1,-1
281,0076F5B3677A3E8CBAC2,2021-03-18,0.07045617244613926,0,False,-1,-1,0,-1,-1
282,0076F5B3677A3E8CBAC2,2021-03-29,0.07045617244613926,0,False,-1,-1,0,-1,-1
283,0076F5B3677A3E8CBAC2,2021-03-31,0.07045617244613926,0,False,-1,-1,0,-1,-1
284,0076F5B3677A3E8CBAC2,2021-04-08,0.07045617244613926,0,False,-1,-1,0,-1,-1
285,0076F5B3677A3E8CBAC2,2021-04-13,0.07045617244613926,0,False,-1,-1,0,-1,-1
288,0076F5B3677A3E8CBAC2,2021-08-12,0.3434154759308599,0,True,-1,-1,-1,-1,-1
290,0076F5B3677A3E8CBAC2,2022-01-25,0.08342122661396274,1,False,-1,-1,0,-1,1
291,0076F5B3677A3E8CBAC2,2022-02-02,0.3434154759308599,0,True,-1,-1,-1,-1,-1
292,0076F5B3677A3E8CBAC2,2022-08-09,0.9726019740310166,1,False,-1,1,-1,-1,-1
293,0076F5B3677A3E8CBAC2,2022-08-17,0.9726019740310166,1,False,-1,1,-1,-1,-1
294,0076F5B3677A3E8CBAC2,2022-09-05,0.07045617244613926,0,False,-1,-1,0,-1,-1
295,0076F5B3677A3E8CBAC2,2022-09-27,0.07045617244613926,0,False,-1,-1,0,-1,-1
296,007B7270E95262A0B1C1,2021-03-19,0.07045617244613926,0,False,-1,-1,0,-1,-1
298,007B7270E95262A0B1C1,2021-04-07,0.07045617244613926,0,False,-1,-1,0,-1,-1
299,007B7270E95262A0B1C1,2021-04-08,0.07045617244613926,0,False,-1,-1,0,-1,-1
300,007B7270E95262A0B1C1,2021-04-09,0.07045617244613926,0,False,-1,-1,0,-1,-1
304,007BB70A34D8520E3721,2020-07-28,0.08342122661396274,1,False,-1,-1,0,-1,1
305,007BB70A34D8520E3721,2020-07-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
306,007BB70A34D8520E3721,2020-07-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
307,007BB70A34D8520E3721,2020-07-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
308,007BB70A34D8520E3721,2020-07-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
309,007BB70A34D8520E3721,2020-07-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
310,007BB70A34D8520E3721,2020-08-03,0.9726019740310166,1,False,-1,1,-1,-1,-1
311,007BB70A34D8520E3721,2020-08-07,0.9726019740310166,1,False,-1,1,-1,-1,-1
312,007BB70A34D8520E3721,2020-08-17,0.9726019740310166,1,False,-1,1,-1,-1,-1
313,007BB70A34D8520E3721,2020-08-17,0.3434154759308599,0,True,-1,-1,-1,-1,-1
314,007BB70A34D8520E3721,2020-08-18,0.8372505236817231,1,False,-1,1,0,-1,-1
315,007BB70A34D8520E3721,2020-08-18,0.9726019740310166,1,False,-1,1,-1,-1,-1
316,007BB70A34D8520E3721,2020-09-07,0.9726019740310166,1,False,-1,1,-1,-1,-1
319,007BB70A34D8520E3721,2020-09-11,0.07045617244613926,0,False,-1,-1,0,-1,-1
320,007BB70A34D8520E3721,2020-09-11,0.9999999070023176,2,False,-1,1,-1,1,-1
321,007BB70A34D8520E3721,2020-10-01,0.07045617244613926,0,False,-1,-1,0,-1,-1
322,007BB70A34D8520E3721,2020-10-01,0.07045617244613926,0,False,-1,-1,0,-1,-1
323,007BB70A34D8520E3721,2020-10-02,0.07045617244613926,0,False,-1,-1,0,-1,-1
324,007BB70A34D8520E3721,2020-11-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
325,007BB70A34D8520E3721,2020-11-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
326,007BB70A34D8520E3721,2020-11-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
327,007BB70A34D8520E3721,2020-11-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
328,007BB70A34D8520E3721,2020-11-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
329,007BB70A34D8520E3721,2020-11-17,0.9726019740310166,1,False,-1,1,-1,-1,-1
330,007BB70A34D8520E3721,2021-01-08,0.07045617244613926,0,False,-1,-1,0,-1,-1
332,007BB70A34D8520E3721,2021-03-26,0.9726019740310166,1,False,-1,1,-1,-1,-1
335,007BB70A34D8520E3721,2021-07-02,0.07045617244613926,0,False,-1,-1,0,-1,-1
336,007BB70A34D8520E3721,2021-09-24,0.3434154759308599,0,True,-1,-1,-1,-1,-1
337,007BB70A34D8520E3721,2021-09-30,0.3434154759308599,0,True,-1,-1,-1,-1,-1
338,007BB70A34D8520E3721,2021-09-30,0.07045617244613926,0,False,-1,-1,0,-1,-1
339,007BB70A34D8520E3721,2021-10-01,0.3434154759308599,0,True,-1,-1,-1,-1,-1
340,007BB70A34D8520E3721,2021-10-04,0.07045617244613926,0,False,-1,-1,0,-1,-1
341,007BB70A34D8520E3721,2021-10-27,0.385764213843291,1,False,-1,-1,-1,-1,1
343,007BB70A34D8520E3721,2021-11-12,0.9999999070023176,2,False,-1,1,-1,1,-1
344,007BB70A34D8520E3721,2021-11-29,0.07045617244613926,0,False,-1,-1,0,-1,-1
346,007BB70A34D8520E3721,2022-03-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
347,007BB70A34D8520E3721,2022-03-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
348,007BB70A34D8520E3721,2022-03-22,0.9726019740310166,1,False,-1,1,-1,-1,-1
349,007BB70A34D8520E3721,2022-03-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
350,007BB70A34D8520E3721,2022-03-29,0.9999999225512289,3,False,-1,1,-1,1,1
351,007BB70A34D8520E3721,2022-07-13,0.8372505236817231,1,False,-1,1,0,-1,-1
353,007BB70A34D8520E3721,2022-07-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
354,007BB70A34D8520E3721,2022-07-27,0.9726019740310166,1,False,-1,1,-1,-1,-1
355,007BB70A34D8520E3721,2022-08-04,0.9726019740310166,1,False,-1,1,-1,-1,-1
356,007BB70A34D8520E3721,2022-08-30,0.08342122661396274,1,False,-1,-1,0,-1,1
357,007BB70A34D8520E3721,2022-10-31,0.385764213843291,1,False,-1,-1,-1,-1,1
358,008A6870444C4E39B4C9,2021-01-07,0.3434154759308599,0,True,-1,-1,-1,-1,-1
359,008A6870444C4E39B4C9,2021-03-02,0.9726019740310166,1,False,-1,1,-1,-1,-1
360,008A6870444C4E39B4C9,2021-03-08,0.3434154759308599,0,True,-1,-1,-1,-1,-1
361,008D1DB09E52001D9A01,2021-11-02,0.9999998619121035,3,False,-1,1,1,-1,1
362,008D1DB09E52001D9A01,2021-11-10,0.9726019740310166,1,False,-1,1,-1,-1,-1
363,008D1DB09E52001D9A01,2021-11-11,0.8372505236817231,1,False,-1,1,0,-1,-1
364,008D1DB09E52001D9A01,2021-11-12,0.07045617244613926,0,False,-1,-1,0,-1,-1
365,008D1DB09E52001D9A01,2021-11-19,0.07045617244613926,0,False,-1,-1,0,-1,-1
368,008D1DB09E52001D9A01,2022-04-08,0.07045617244613926,0,False,-1,-1,0,-1,-1
372,008ECFB6D2E11AB60476,2021-06-15,0.3434154759308599,0,True,-1,-1,-1,-1,-1
373,008FC70295E0AF33FEC4,2021-04-22,0.3434154759308599,0,True,-1,-1,-1,-1,-1
379,009BFD23EA7B0C1BFE95,2021-01-18,0.07045617244613926,0,False,-1,-1,0,-1,-1
380,009BFD23EA7B0C1BFE95,2021-01-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
381,009BFD23EA7B0C1BFE95,2021-01-27,0.08342122661396274,1,False,-1,-1,0,-1,1
382,009BFD23EA7B0C1BFE95,2021-01-29,0.07045617244613926,0,False,-1,-1,0,-1,-1
383,009BFD23EA7B0C1BFE95,2021-02-25,0.3434154759308599,0,True,-1,-1,-1,-1,-1
384,009BFD23EA7B0C1BFE95,2021-03-03,0.9726019740310166,1,False,-1,1,-1,-1,-1
385,009BFD23EA7B0C1BFE95,2021-03-05,0.9726019740310166,1,False,-1,1,-1,-1,-1
386,009BFD23EA7B0C1BFE95,2021-07-19,0.07045617244613926,0,False,-1,-1,0,-1,-1
387,009BFD23EA7B0C1BFE95,2022-01-21,0.3434154759308599,0,True,-1,-1,-1,-1,-1
394,00B99F5DBADBA18F7637,2022-03-01,0.07045617244613926,0,False,-1,-1,0,-1,-1
397,00C2DE371B2C998F68E8,2022-03-09,0.07045617244613926,0,False,-1,-1,0,-1,-1
398,00C2DE371B2C998F68E8,2022-03-09,0.07045617244613926,0,False,-1,-1,0,-1,-1
399,00C2DE371B2C998F68E8,2022-03-09,0.07045617244613926,0,False,-1,-1,0,-1,-1
400,00C2DE371B2C998F68E8,2022-05-30,0.8372505236817231,1,False,-1,1,0,-1,-1
401,00C882AAE56555269995,2020-07-09,0.07045617244613926,0,False,-1,-1,0,-1,-1
402,00C882AAE56555269995,2020-07-13,0.07045617244613926,0,False,-1,-1,0,-1,-1
403,00C882AAE56555269995,2020-07-23,0.07045617244613926,0,False,-1,-1,0,-1,-1
404,00C882AAE56555269995,2020-07-27,0.07045617244613926,0,False,-1,-1,0,-1,-1
405,00C882AAE56555269995,2020-07-27,0.3434154759308599,0,True,-1,-1,-1,-1,-1
406,00C882AAE56555269995,2020-08-04,0.07045617244613926,0,False,-1,-1,0,-1,-1
409,00C882AAE56555269995,2020-08-20,0.07045617244613926,0,False,-1,-1,0,-1,-1
411,00C882AAE56555269995,2020-09-07,0.07045617244613926,0,False,-1,-1,0,-1,-1
413,00C882AAE56555269995,2020-10-16,0.08342122661396274,1,False,-1,-1,0,-1,1
414,00C882AAE56555269995,2020-10-26,0.07045617244613926,0,False,-1,-1,0,-1,-1
418,00C882AAE56555269995,2020-12-11,0.385764213843291,1,False,-1,-1,-1,-1,1
419,00C882AAE56555269995,2020-12-23,0.07045617244613926,0,False,-1,-1,0,-1,-1
422,00C882AAE56555269995,2022-05-09,0.07045617244613926,0,False,-1,-1,0,-1,-1
423,00C882AAE56555269995,2022-07-25,0.9726019740310166,1,False,-1,1,-1,-1,-1
424,00C882AAE56555269995,2022-11-11,0.07045617244613926,0,False,-1,-1,0,-1,-1
425,00CA0D084592657D0127,2022-03-08,0.07045617244613926,0,False,-1,-1,0,-1,-1
430,00CFFDB9DC21DDDD0408,2021-06-14,0.385764213843291,1,False,-1,-1,-1,-1,1
431,00CFFDB9DC21DDDD0408,2021-06-29,0.07045617244613926,0,False,-1,-1,0,-1,-1
432,00CFFDB9DC21DDDD0408,2021-10-11,0.07045617244613926,0,False,-1,-1,0,-1,-1
433,00CFFDB9DC21DDDD0408,2022-01-24,0.07045617244613926,0,False,-1,-1,0,-1,-1
434,00CFFDB9DC21DDDD0408,2022-03-01,0.07045617244613926,0,False,-1,-1,0,-1,-1
439,00DCB881F0D2572D4E2D,2020-07-14,0.07045617244613926,0,False,-1,-1,0,-1,-1
441,00DCB881F0D2572D4E2D,2020-07-30,0.07045617244613926,0,False,-1,-1,0,-1,-1
443,00DCB881F0D2572D4E2D,2020-10-15,0.07045617244613926,0,False,-1,-1,0,-1,-1
445,00DCB881F0D2572D4E2D,2022-01-10,0.9999999070023176,2,False,-1,1,-1,1,-1
447,00DCB881F0D2572D4E2D,2022-02-28,0.07045617244613926,0,False,-1,-1,0,-1,-1
449,00DCB881F0D2572D4E2D,2022-04-27,0.07045617244613926,0,False,-1,-1,0,-1,-1
451,00DCB881F0D2572D4E2D,2022-06-10,0.08342122661396274,1,False,-1,-1,0,-1,1
456,00EACFE08E276F6E5574,2021-05-06,0.3434154759308599,0,True,-1,-1,-1,-1,-1
457,00EACFE08E276F6E5574,2021-05-11,0.9726019740310166,1,False,-1,1,-1,-1,-1
458,00EACFE08E276F6E5574,2022-01-13,0.9999999070023176,2,False,-1,1,-1,1,-1
459,00ECE569D99A346074C8,2021-02-18,0.07045617244613926,0,False,-1,-1,0,-1,-1
460,00ECE569D99A346074C8,2021-03-03,0.07045617244613926,0,False,-1,-1,0,-1,-1
465,00ECE569D99A346074C8,2021-05-21,0.08342122661396274,1,False,-1,-1,0,-1,1
467,00ECE569D99A346074C8,2022-01-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
468,00ECE569D99A346074C8,2022-05-06,0.07045617244613926,0,False,-1,-1,0,-1,-1
469,00ECE569D99A346074C8,2022-05-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
474,010851ABF652C718CCA4,2020-07-10,0.08342122661396274,1,False,-1,-1,0,-1,1
475,010851ABF652C718CCA4,2020-07-10,0.07045617244613926,0,False,-1,-1,0,-1,-1
476,010851ABF652C718CCA4,2020-07-14,0.07045617244613926,0,False,-1,-1,0,-1,-1
477,010851ABF652C718CCA4,2020-07-14,0.07045617244613926,0,False,-1,-1,0,-1,-1
478,010851ABF652C718CCA4,2021-03-22,0.07045617244613926,0,False,-1,-1,0,-1,-1
479,010851ABF652C718CCA4,2021-03-22,0.3434154759308599,0,True,-1,-1,-1,-1,-1
480,010851ABF652C718CCA4,2021-03-22,0.9726019740310166,1,False,-1,1,-1,-1,-1
484,0109BB0E63F4A218BB57,2020-09-15,0.9726019740310166,1,False,-1,1,-1,-1,-1
489,01161868F4C37D5AD952,2020-09-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
490,01161868F4C37D5AD952,2020-09-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
491,01161868F4C37D5AD952,2020-09-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
492,01161868F4C37D5AD952,2020-09-25,0.07045617244613926,0,False,-1,-1,0,-1,-1
